On his escape from the Battle of Worcester, Charles II famously hid where?	In a barn	In an oak tree	In a cellar	In a church	B	The Scots had not agreed to the execution of Charles I and declared his son Charles II to be king. He was crowned king of Scotland and led a Scottish army into England. Cromwell defeated this army in the Battles of Dunbar and Worcester. Charles II escaped from Worcester, famously hiding in an oak tree on one occasion, and eventually fled to Europe.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
Which of the following statements is correct?	A Catholic Church of Scotland with an elected leadership was established in 1560.	A Protestant Church of Scotland with an elected leadership was established in 1560.			B	In 1560, the predominantly Protestant Scottish Parliament abolished the authority of the Pope in Scotland and Roman Catholic religious services became illegal. A Protestant Church of Scotland with an elected leadership was established.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
How many wives did Henry VIII have?	One	Four	Six	Height	C	Henry VIII had six wives.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
Charles I was unwilling to reach an agreement with Parliament. Following his defeat in the English Civil War, what happened to him?	He was exiled	He was executed	He was exonerated	He was excommunicated	B	In the English Civil War, Charles I's army was defeated at the Battles of Marston Moor and Naseby. By 1646, it was clear that Parliament had won the war. Charles was held prisoner by the parliamentary army. He was still unwilling to reach any agreement with Parliament and in 1649 he was executed.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
Which king invaded Ireland in the seventeenth century in an attempt to regain the throne with an army from France?	Henry V	James II	Kenneth MacAlpin	John	B	James II wanted to regain the throne and invaded Ireland with the help of a French army.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
Who did William III fight at the Battle of the Boyne in 1690?	Charles II	Elizabeth II	Henry V	James II	D	William III defeated James II at the Battle of the Boyne in Ireland in 1690, an event which is still celebrated by some in Northern Ireland today.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
Sir Isaac Newton discovered that white light is made up of what?	Green and blue light	Yellow and green light	Gases	The colours of the rainbow	D	Newton also discovered that white light is made up of the colours of the rainbow. Many of his discoveries are still important for modern science.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
After the execution of which monarch was England declared a republic?	Charles I	Elizabeth I	Henry VIII	James I	A	Charles I was unwilling to reach any agreement with Parliament and in 1649 he was executed. England declared itself a republic, called the Commonwealth. It no longer had a monarch.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
Which TWO names are used for the English translation of the Bible produced during James I's reign?	New Testament	King James Version	Authorised Version	Old Testament	B, C	One achievement of King James I's reign was a new translation of the Bible into English. This translation is known as the 'King James Version' or the 'Authorised Version'. It was not the first English Bible but is a version that continues to be used in many Protestant churches today.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
Which one of the following is a play written by William Shakespeare?	Under Milk Wood	Chariots of Fire	Macbeth	The Mousetrap	C	Wiliam Shakespeare was a playwright and actor and wrote many poems and plays. His most famous plays include A Midsummer Night's Dream, Hamlet, Macbeth and Romeo and Juliet.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
England declared itself a republic in 1649 after what happened?	Oliver Cromwell died	Richard Cromwell became Lord Protector	Charles II was crowned	Charles I was executed	D	Following the execution of Charles I in 1649 England declared itself a republic.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
Where was William Shakespeare born?	Stratford	Stratford-upon-Avon	Bradford-on-Avon	Bradford	B	Shakespeare was born in Stratford-upon-Avon, England. He was a playwright and actor and wrote many poems and plays.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
How many times was Henry VIII married?	Six times	Three times	Four times	Eight times	A	Henry VIII was most famous for breaking away from the Church of Rome and marrying six times.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
Which king was executed by Parliament in 1649, after losing the English Civil War?	William III	Richard III	Henry VIII	Charles I	D	By 1646, it was clear that Parliament had won the English Civil War. Charles I was held prisoner by the parliamentary army. He was still unwilling to reach any agreement with Parliament and in 1649 he was executed.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
Catherine Parr was a widow when she married Henry VIII.	True	False			A	Catherine Parr was a widow who married Henry VIII late in his life. She survived him and married again but died soon after. 	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
What were supporters of the king known as during the English Civil War?	Suffragettes	Roundheads	Cavaliers	Jesters	C	Civil war between the king and Parliament began in 1642. The country split into those who supported the king (the Cavaliers) and those who supported Parliament (the Roundheads).	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
King James II of England, Wales and Ireland was also known as King James VII of which country? 	Norway	The Netherlands	France	Scotland	D	King James II of England, Wales and Ireland and was also King James VII of Scotland.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
Mary, Queen of Scots, was imprisoned for 20 years. How did she die?	She died in childbirth	She was executed	She died of old age	She died in battle	B	Elizabeth suspected Mary, Queen of Scots, of wanting to take over the English throne, and kept her a prisoner for 20 years. Mary was eventually executed, accused of plotting against Elizabeth I.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
Who wrote the play Macbeth?	Geoffrey Chaucer	Dame Agatha Christie	William Shakespeare	William Wordsworth	C	Wiliam Shakespeare was a playwright and actor and wrote many poems and plays. His most famous plays include A Midsummer Night's Dream, Hamlet, Macbeth and Romeo and Juliet.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
